ID,class
Zm00001d052903,0
Zm00001d052905,0
Zm00001d052909,0
Zm00001d052911,0
Zm00001d052916,0
Zm00001d052917,0
Zm00001d052918,0
Zm00001d052921,0
Zm00001d052923,0
Zm00001d052924,0
Zm00001d052927,0
Zm00001d052928,0
Zm00001d052929,0
Zm00001d052930,0
Zm00001d052931,0
Zm00001d052932,0
Zm00001d052933,0
Zm00001d052934,0
Zm00001d052935,0
Zm00001d052937,0
Zm00001d052938,0
Zm00001d052939,0
Zm00001d052940,0
Zm00001d052941,0
Zm00001d052943,0
Zm00001d052944,0
Zm00001d052945,0
Zm00001d052946,0
Zm00001d052947,0
Zm00001d052948,0
Zm00001d052952,0
Zm00001d052962,0
Zm00001d052971,0
Zm00001d052975,0
Zm00001d052978,0
Zm00001d052983,0
Zm00001d052987,0
Zm00001d052988,0
Zm00001d052991,0
Zm00001d052992,0
Zm00001d052993,0
Zm00001d052995,0
Zm00001d052996,0
Zm00001d052997,0
Zm00001d052998,0
Zm00001d052999,0
Zm00001d053000,0
Zm00001d053001,0
Zm00001d053003,0
Zm00001d053004,0
Zm00001d053009,0
Zm00001d053010,0
Zm00001d053011,0
Zm00001d053014,0
Zm00001d053015,0
Zm00001d053016,0
Zm00001d053017,0
Zm00001d053018,0
Zm00001d053020,0
Zm00001d053022,0
Zm00001d053024,0
Zm00001d053025,0
Zm00001d053026,0
Zm00001d053028,0
Zm00001d053030,0
Zm00001d053031,0
Zm00001d053035,0
Zm00001d053038,0
Zm00001d053040,0
Zm00001d053041,0
Zm00001d053048,0
Zm00001d053049,0
Zm00001d053053,0
Zm00001d053054,0
Zm00001d053055,0
Zm00001d053059,0
Zm00001d053060,0
Zm00001d053061,0
Zm00001d053062,0
Zm00001d053063,0
Zm00001d053064,0
Zm00001d053065,0
Zm00001d053066,0
Zm00001d053067,0
Zm00001d053069,0
Zm00001d053070,0
Zm00001d053073,0
Zm00001d053074,0
Zm00001d053076,0
Zm00001d053082,0
Zm00001d053084,0
Zm00001d053086,0
Zm00001d053088,0
Zm00001d053090,0
Zm00001d053091,0
Zm00001d053092,0
Zm00001d053094,0
Zm00001d053099,0
Zm00001d053100,0
Zm00001d053101,0
Zm00001d053103,0
Zm00001d053104,0
Zm00001d053106,0
Zm00001d053107,0
Zm00001d053118,0
Zm00001d053122,0
Zm00001d053123,0
Zm00001d053124,0
Zm00001d053127,0
Zm00001d053128,0
Zm00001d053132,0
Zm00001d053138,0
Zm00001d053142,0
Zm00001d053143,0
Zm00001d053144,0
Zm00001d053145,0
Zm00001d053146,0
Zm00001d053149,0
Zm00001d053150,0
Zm00001d053153,0
Zm00001d053154,0
Zm00001d053155,0
Zm00001d053156,0
Zm00001d053158,0
Zm00001d053162,0
Zm00001d053163,0
Zm00001d053166,0
Zm00001d053168,0
Zm00001d053170,0
Zm00001d053171,0
Zm00001d053173,0
Zm00001d053174,0
Zm00001d053175,0
Zm00001d053177,0
Zm00001d053179,0
Zm00001d053180,0
Zm00001d053182,0
Zm00001d053183,0
Zm00001d053187,0
Zm00001d053188,0
Zm00001d053189,0
Zm00001d053190,0
Zm00001d053192,0
Zm00001d053195,0
Zm00001d053196,0
Zm00001d053197,0
Zm00001d053199,0
Zm00001d053200,0
Zm00001d053202,0
Zm00001d053206,0
Zm00001d053207,0
Zm00001d053210,0
Zm00001d053211,0
Zm00001d053212,0
Zm00001d053213,0
Zm00001d053214,0
Zm00001d053215,0
Zm00001d053217,0
Zm00001d053220,0
Zm00001d053222,0
Zm00001d053223,0
Zm00001d053225,0
Zm00001d053226,0
Zm00001d053227,0
Zm00001d053228,0
Zm00001d053232,0
Zm00001d053234,0
Zm00001d053236,0
Zm00001d053239,0
Zm00001d053242,0
Zm00001d053245,0
Zm00001d053247,0
Zm00001d053249,0
Zm00001d053251,0
Zm00001d053252,0
Zm00001d053255,0
Zm00001d053256,0
Zm00001d053259,0
Zm00001d053260,0
Zm00001d053261,0
Zm00001d053262,0
Zm00001d053265,0
Zm00001d053272,0
Zm00001d053276,0
Zm00001d053277,0
Zm00001d053279,0
Zm00001d053281,0
Zm00001d053282,0
Zm00001d053283,0
Zm00001d053284,0
Zm00001d053285,0
Zm00001d053286,0
Zm00001d053287,0
Zm00001d053288,0
Zm00001d053289,0
Zm00001d053293,0
Zm00001d053295,0
Zm00001d053296,0
Zm00001d053298,0
Zm00001d053300,0
Zm00001d053301,0
Zm00001d053305,0
Zm00001d053306,0
Zm00001d053307,0
Zm00001d053308,0
Zm00001d053310,0
Zm00001d053311,0
Zm00001d053312,0
Zm00001d053313,0
Zm00001d053316,0
Zm00001d053320,0
Zm00001d053324,0
Zm00001d053327,0
Zm00001d053336,0
Zm00001d053338,0
Zm00001d053340,0
Zm00001d053350,0
Zm00001d053351,0
Zm00001d053354,0
Zm00001d053356,0
Zm00001d053358,0
Zm00001d053360,0
Zm00001d053363,0
Zm00001d053364,0
Zm00001d053365,0
Zm00001d053366,0
Zm00001d053368,0
Zm00001d053369,0
Zm00001d053370,0
Zm00001d053371,0
Zm00001d053374,0
Zm00001d053375,0
Zm00001d053376,0
Zm00001d053377,0
Zm00001d053379,0
Zm00001d053380,0
Zm00001d053382,0
Zm00001d053389,0
Zm00001d053391,0
Zm00001d053395,0
Zm00001d053396,0
Zm00001d053397,0
Zm00001d053398,0
Zm00001d053399,0
Zm00001d053401,0
Zm00001d053402,0
Zm00001d053403,0
Zm00001d053404,0
Zm00001d053409,0
Zm00001d053414,0
Zm00001d053416,0
Zm00001d053423,0
Zm00001d053424,0
